molecule_chembl_id,canonical_smiles,standard_value,standard_units,standard_type,pchembl_value,target_pref_name,bao_label
CHEMBL260601,CCCCCCCCNCC(P(=O)(O)O)P(=O)(O)O,2600.0,nM,IC50,5.58,Toxoplasma gondii,organism-based format
CHEMBL261473,CCCCCCCNCC(P(=O)(O)O)P(=O)(O)O,50000.0,nM,IC50,,Toxoplasma gondii,organism-based format
CHEMBL259192,CCCCCCNCC(P(=O)(O)O)P(=O)(O)O,9370.0,nM,IC50,5.03,Toxoplasma gondii,organism-based format
CHEMBL409012,CCCCCNCC(P(=O)(O)O)P(=O)(O)O,50000.0,nM,IC50,,Toxoplasma gondii,organism-based format
CHEMBL406087,CCCCNCC(P(=O)(O)O)P(=O)(O)O,48670.0,nM,IC50,4.31,Toxoplasma gondii,organism-based format
CHEMBL498345,CCCCCCCCCCCCC[C@@H]1C[C@H](O)C[C@@]2(CCC3(C=CC(=O)C=C3)O2)O1,309.0,nM,IC50,6.51,Toxoplasma gondii,organism-based format
CHEMBL498515,CCCCCCCCCCCCC[C@H]1C[C@@H](O)C[C@]2(CCC3(C=CC(=O)C=C3)O2)O1,365.0,nM,IC50,6.44,Toxoplasma gondii,organism-based format
CHEMBL527012,CCCCCCCCCCCCC[C@@H](O)C[C@@H](O)CC(=O)CCc1ccc(O)cc1,,,IC50,,Toxoplasma gondii,organism-based format
CHEMBL497656,CCCCCCCCCCCCC[C@]1(O)C[C@H](O)C[C@H](CCc2ccc(O)cc2)O1,,,IC50,,Toxoplasma gondii,organism-based format
CHEMBL497655,CCCCCCCCCCCCC[C@@H]1C[C@@H](O)C[C@]2(CCC3(CCC(=O)CC3)O2)O1,11000.0,nM,IC50,4.96,Toxoplasma gondii,organism-based format
CHEMBL504412,CCCCCCCCCCCCCC(=O)OC1C[C@]2(CCC3(C=CC(=O)C=C3)O2)O[C@]2(CCC3(C=CC(=O)C=C3)O2)C1,636.0,nM,IC50,6.20,Toxoplasma gondii,organism-based format
CHEMBL525162,CCCCCCC(=O)OC1C[C@]2(CCC3(C=CC(=O)C=C3)O2)O[C@]2(CCC3(C=CC(=O)C=C3)O2)C1,,,IC50,,Toxoplasma gondii,organism-based format
CHEMBL497294,O=C1C=CC2(C=C1)CC[C@]1(CC(O)C[C@]3(CCC4(C=CC(=O)C=C4)O3)O1)O2,1500.0,nM,IC50,5.82,Toxoplasma gondii,organism-based format
CHEMBL510070,CCCCCCCCCCCCCC(=O)CC(=O)O[C@@H]1C[C@]2(CCC3(C=CC(=O)C=C3)O2)O[C@]2(CCC3(C=CC(=O)C=C3)O2)C1,,,IC50,,Toxoplasma gondii,organism-based format
CHEMBL504996,CCCCCCCCCCCCCC(=O)O[C@@H]1C[C@]2(CCC3(C=CC(=O)C=C3)O2)O[C@]2(CCC3(C=CC(=O)C=C3)O2)C1,346.0,nM,IC50,6.46,Toxoplasma gondii,organism-based format
CHEMBL525005,CCCCCCC(=O)O[C@@H]1C[C@]2(CCC3(C=CC(=O)C=C3)O2)O[C@]2(CCC3(C=CC(=O)C=C3)O2)C1,,,IC50,,Toxoplasma gondii,organism-based format
CHEMBL524800,O=C1C=CC2(C=C1)CC[C@]1(C[C@@H](O)C[C@@]3(CCC4(C=CC(=O)C=C4)O3)O1)O2,173.0,nM,IC50,6.76,Toxoplasma gondii,organism-based format
CHEMBL504388,CCCCCCCCCCCCCCCCCCOC(=O)C[C@H]1C[C@@H](O)C[C@]2(CCC3(C=CC(=O)C=C3)O2)O1,3520.0,nM,IC50,5.45,Toxoplasma gondii,organism-based format
CHEMBL524914,CCCCCCCCCCCCCCCCCCOC(=O)C[C@H]1C[C@@H](O)C[C@@]2(CCC3(C=CC(=O)C=C3)O2)O1,3540.0,nM,IC50,5.45,Toxoplasma gondii,organism-based format
CHEMBL525743,CCCCCCCCCCOC(=O)C[C@@H]1C[C@@H](O)C[C@]2(CCC3(C=CC(=O)C=C3)O2)O1,1630.0,nM,IC50,5.79,Toxoplasma gondii,organism-based format
CHEMBL526287,CCCCCCN(CCCCCC)C(=O)C[C@H]1C[C@H](O)C[C@@]2(CCC3(C=CC(=O)C=C3)O2)O1,,,IC50,,Toxoplasma gondii,organism-based format
