molecule_chembl_id,canonical_smiles,standard_value,standard_units,standard_type,pchembl_value,target_pref_name,bao_label
CHEMBL2431789,C[C@]12C[C@H](c3ccoc3)OC(=O)[C@@]1(O)CC[C@@]13COC(=O)[C@H]1CC=C[C@H]32,73.1,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL2431788,C[C@]12C[C@H](c3ccoc3)OC(=O)[C@H]1CC[C@@]13COC(=O)[C@H]1CC=C[C@]32O,94.8,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL2431787,C[C@]12C[C@H](c3ccoc3)OC(=O)[C@@]1(O)CC[C@@]13COC(=O)[C@H]1CC=C[C@]32O,85.8,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL2431786,C[C@]12C[C@H](c3ccoc3)OC(=O)[C@H]1CC[C@@]13COC(=O)[C@H]1C[C@@H]1O[C@@H]1[C@]32O,63.3,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL206452,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,116700.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL3109435,CC(C)C(=O)Oc1cc(C=O)c(O)cc1[C@@]1(COC(=O)c2ccccc2)CO1,167400.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL408049,Nc1ncc([N+](=O)[O-])s1,29570.0,nM,IC50,4.53,Giardia intestinalis,organism-based format
CHEMBL3114401,CCOC(=O)C(=O)Nc1ncc([N+](=O)[O-])s1,6410.0,nM,IC50,5.19,Giardia intestinalis,organism-based format
CHEMBL3114400,COC(=O)Nc1ncc([N+](=O)[O-])s1,10.0,nM,IC50,8.00,Giardia intestinalis,organism-based format
CHEMBL3114399,CCCCCCCCCCCCCCCC(=O)Nc1ncc([N+](=O)[O-])s1,1634.0,nM,IC50,5.79,Giardia intestinalis,organism-based format
CHEMBL1330029,CCCCC(=O)Nc1ncc([N+](=O)[O-])s1,398.0,nM,IC50,6.40,Giardia intestinalis,organism-based format
CHEMBL1082352,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1,481.0,nM,IC50,6.32,Giardia intestinalis,organism-based format
CHEMBL1872946,CC(=O)Nc1ncc([N+](=O)[O-])s1,490.0,nM,IC50,6.31,Giardia intestinalis,organism-based format
CHEMBL3114398,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ncc([N+](=O)[O-])s1,15340.0,nM,IC50,4.81,Giardia intestinalis,organism-based format
CHEMBL3114397,CCCCOc1ccc(NC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,1800.0,nM,IC50,5.75,Giardia intestinalis,organism-based format
CHEMBL3114396,CCOc1ccc(NC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,3747.0,nM,IC50,5.43,Giardia intestinalis,organism-based format
CHEMBL3114395,COc1ccc(NC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,29110.0,nM,IC50,4.54,Giardia intestinalis,organism-based format
CHEMBL3114394,O=C(Nc1ccc(F)cc1)Nc1ncc([N+](=O)[O-])s1,7826.0,nM,IC50,5.11,Giardia intestinalis,organism-based format
CHEMBL3114393,O=C(Nc1ccc(Cl)cc1)Nc1ncc([N+](=O)[O-])s1,577.0,nM,IC50,6.24,Giardia intestinalis,organism-based format
CHEMBL1461972,O=C(Nc1ccccc1)Nc1ncc([N+](=O)[O-])s1,2570.0,nM,IC50,5.59,Giardia intestinalis,organism-based format
CHEMBL3114392,O=C(Nc1ncc([N+](=O)[O-])s1)NC1CCCCC1,359.0,nM,IC50,6.45,Giardia intestinalis,organism-based format
CHEMBL3115506,O=c1c(C(Nc2ccccc2[N+](=O)[O-])c2nnnn2C2CCCCC2)coc2ccccc12,193900.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL3115505,O=c1c(C(Nc2ccccc2Br)c2nnnn2C2CCCCC2)coc2ccccc12,253000.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL3115700,CC(C)(C)n1nnnc1C(Nc1ccccc1Br)c1coc2ccccc2c1=O,242300.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL3115699,COc1cc(NC(c2coc3ccccc3c2=O)c2nnnn2C2CCCCC2)cc(OC)c1OC,171400.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL3115698,COc1ccc(NC(c2coc3ccccc3c2=O)c2nnnn2-c2c(C)cccc2C)cc1OC,240500.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL3115697,O=c1c(C(Nc2ccc([N+](=O)[O-])cc2)c2nnnn2C2CCCCC2)coc2ccccc12,247000.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL3115696,O=c1c(C(Nc2ccc(I)cc2)c2nnnn2C2CCCCC2)coc2ccccc12,226500.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL3115695,CC(C)(C)n1nnnc1C(Nc1ccc(I)cc1)c1coc2ccccc2c1=O,197000.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL3115694,O=c1c(C(Nc2ccc(Cl)cc2)c2nnnn2C2CCCCC2)coc2ccccc12,218100.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL3115693,CC(C)(C)n1nnnc1C(Nc1ccc(Cl)cc1)c1coc2ccccc2c1=O,268900.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL3115692,O=c1c(C(Nc2ccccc2)c2nnnn2C2CCCCC2)coc2ccccc12,285900.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL3115691,CC(C)(C)n1nnnc1C(Nc1ccccc1)c1coc2ccccc2c1=O,316400.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL3115690,O=c1c(C(Nc2ccccc2I)c2nnnn2C2CCCCC2)coc2ccccc12,197500.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL3115689,CC(C)(C)n1nnnc1C(Nc1ccccc1I)c1coc2ccccc2c1=O,207200.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL1269197,CCCSc1ccc2c(c1)nc(C(F)(F)F)n2C,10450.0,nM,IC50,4.98,Giardia intestinalis,organism-based format
CHEMBL1269198,CCCSc1ccc2nc(C(F)(F)F)n(C)c2c1,1403.0,nM,IC50,5.85,Giardia intestinalis,organism-based format
CHEMBL389272,FC(F)(F)c1nc2cc(Br)c(Br)cc2[nH]1,120.0,nM,IC50,6.92,Giardia intestinalis,organism-based format
CHEMBL227370,FC(F)(F)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,56.0,nM,IC50,7.25,Giardia intestinalis,organism-based format
CHEMBL226656,FC(F)(F)C(F)(F)c1nc2cc(Cl)c(Cl)cc2[nH]1,560.0,nM,IC50,6.25,Giardia intestinalis,organism-based format
CHEMBL226921,FC(F)(F)C(F)(F)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,23.0,nM,IC50,7.64,Giardia intestinalis,organism-based format
CHEMBL3220677,O=C(c1ccccc1)c1ccc2[nH]c(C(F)(F)F)nc2c1,2310.0,nM,IC50,5.64,Giardia intestinalis,organism-based format
CHEMBL3220684,CN(C)CCCSc1nc2c(Cl)cc(Cl)cc2[nH]1,72.0,nM,IC50,7.14,Giardia intestinalis,organism-based format
CHEMBL3220963,CN(C)CCCSc1nc2c(Br)cc(Br)cc2[nH]1,20.0,nM,IC50,7.70,Giardia intestinalis,organism-based format
CHEMBL1941050,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1NC(=O)CCN1CCOCC1,983.0,nM,IC50,6.01,Giardia intestinalis,organism-based format
CHEMBL1941055,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1NC(=O)c1ccc(CN2CCOCC2)cc1,9740.0,nM,IC50,5.01,Giardia intestinalis,organism-based format
CHEMBL1941052,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1NC(=O)c1ccc(OC)cc1,3193.0,nM,IC50,5.50,Giardia intestinalis,organism-based format
CHEMBL3353319,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1NC(=O)C1CCC(OC)CC1,8110.0,nM,IC50,5.09,Giardia intestinalis,organism-based format
CHEMBL1940934,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1NC(=O)[C@H]1CC[C@H](CNS(=O)(=O)c2ccc(F)cc2)CC1,7570.0,nM,IC50,5.12,Giardia intestinalis,organism-based format
CHEMBL1941061,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1NC(=O)c1cc(CC)on1,4057.0,nM,IC50,5.39,Giardia intestinalis,organism-based format
CHEMBL1941079,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1NC(=O)c1cc(CN2CCOCC2)on1,12780.0,nM,IC50,4.89,Giardia intestinalis,organism-based format
CHEMBL1940941,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1NC(=O)[C@@H]1CC[C@H](C(=O)OC)C1,6430.0,nM,IC50,5.19,Giardia intestinalis,organism-based format
CHEMBL1941077,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1NC(=O)c1ccco1,2363.0,nM,IC50,5.63,Giardia intestinalis,organism-based format
CHEMBL3234764,CCNC(=O)c1nnn(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,67.0,nM,IC50,7.17,Giardia intestinalis,organism-based format
CHEMBL3353320,CCNC(=O)c1nnn(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CNCN2CCOCC2)cc1,4460.0,nM,IC50,5.35,Giardia intestinalis,organism-based format
CHEMBL3353321,CCNC(=O)c1nnn(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CC2CCCC2)cc1,356.0,nM,IC50,6.45,Giardia intestinalis,organism-based format
CHEMBL3234770,CCNC(=O)c1nnn(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(Cn2ccnc2)cc1,400.0,nM,IC50,6.40,Giardia intestinalis,organism-based format
CHEMBL3233485,CCOC(=O)c1noc2c1CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,2460.0,nM,IC50,5.61,Giardia intestinalis,organism-based format
CHEMBL3233488,CCNC(=O)c1noc2c1CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,4355.0,nM,IC50,5.36,Giardia intestinalis,organism-based format
CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,56.0,nM,IC50,7.25,Giardia intestinalis,organism-based format
CHEMBL3353925,O=C1CC[C@H](C(=O)N[C@@H](CCCCCS)C(=O)Nc2ccccc2)N1,12300.0,nM,IC50,4.91,Giardia intestinalis,organism-based format
CHEMBL3353926,CC(=O)SCCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc1ccccc1,8110.0,nM,IC50,5.09,Giardia intestinalis,organism-based format
CHEMBL3353927,O=C1CC[C@H](C(=O)N[C@@H](CCCCCS)C(=O)Nc2cccc(C(F)(F)F)c2)N1,64800.0,nM,IC50,4.19,Giardia intestinalis,organism-based format
CHEMBL3353928,CC(=O)SCCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc1cccc(C(F)(F)F)c1,40900.0,nM,IC50,4.39,Giardia intestinalis,organism-based format
CHEMBL3098604,Cc1cccc(NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCC(=O)N2)c1,4640.0,nM,IC50,5.33,Giardia intestinalis,organism-based format
CHEMBL3098602,O=C(CCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc1cccc(C(F)(F)F)c1)NO,4270.0,nM,IC50,5.37,Giardia intestinalis,organism-based format
CHEMBL3098691,O=C(CCCCC[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)Nc1ccccc1)NO,10720.0,nM,IC50,4.97,Giardia intestinalis,organism-based format
CHEMBL3098695,O=C(CCCCC[C@H](NC(=O)[C@@H]1CC(=O)N1)C(=O)Nc1ccccc1)NO,12750.0,nM,IC50,4.89,Giardia intestinalis,organism-based format
CHEMBL3311400,C=C1C(=O)O[C@H]2/C=C(C)\C=C/[C@H]3O[C@]3(C)C[C@@H](OC(=O)C(F)(F)F)[C@@H]12,43.3,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL3311399,C=C1C(=O)O[C@H]2/C=C(C)\C=C/[C@H]3O[C@]3(C)C[C@@H](O)[C@@H]12,256.7,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL3311398,C=C1C(=O)O[C@H]2/C=C(C)\C=C/[C@H]3O[C@]3(C)C[C@@H](OC(C)=O)[C@@H]12,18.1,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL3311401,C=C1C(=O)O[C@H]2/C=C(C)\C=C/[C@H]3O[C@]3(C)C[C@@H](OC(=O)CC)[C@@H]12,68.8,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL3311402,C=C1C(=O)O[C@H]2/C=C(C)\C=C/[C@H]3O[C@]3(C)C[C@@H](OC(=O)CCC)[C@@H]12,51.7,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL3311403,C=C1C(=O)O[C@H]2/C=C(C)\C=C/[C@H]3O[C@]3(C)C[C@@H](OC(=O)C(C)C)[C@@H]12,62.2,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL3311404,C=C1C(=O)O[C@H]2/C=C(C)\C=C/[C@H]3O[C@]3(C)C[C@@H](OC(=O)CCCC)[C@@H]12,58.3,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL3311405,C=C(C)C(=O)O[C@@H]1C[C@@]2(C)O[C@@H]2/C=C\C(C)=C/[C@@H]2OC(=O)C(=C)[C@@H]21,44.2,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL3311406,C=C1C(=O)O[C@H]2/C=C(C)\C=C/[C@H]3O[C@]3(C)C[C@@H](OC)[C@@H]12,35.2,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL3311407,C=C1C(=O)O[C@H]2/C=C(C)\C=C/[C@H]3O[C@]3(C)C[C@@H](OCC)[C@@H]12,43.8,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL3311408,C=C1C(=O)O[C@H]2/C=C(C)\C=C/[C@H]3O[C@]3(C)C[C@@H](OCCC)[C@@H]12,31.2,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL3311409,C=C1C(=O)O[C@H]2/C=C(C)\C=C/[C@H]3O[C@]3(C)C[C@@H](OC(C)C)[C@@H]12,32.7,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL3311410,C=C1C(=O)O[C@H]2/C=C(C)\C=C/[C@H]3O[C@]3(C)CC(=O)[C@@H]12,30.6,ug.mL-1,IC50,,Giardia intestinalis,organism-based format
CHEMBL1577852,O=C(CN1CCOCC1)Nc1nc2ccc([N+](=O)[O-])cc2s1,3352.0,nM,IC50,5.47,Giardia intestinalis,organism-based format
CHEMBL3401736,O=C(CN1CCCCC1)Nc1nc2ccc([N+](=O)[O-])cc2s1,2315.0,nM,IC50,5.63,Giardia intestinalis,organism-based format
CHEMBL3401735,O=C(CN1CCCC1)Nc1nc2ccc([N+](=O)[O-])cc2s1,298.0,nM,IC50,6.53,Giardia intestinalis,organism-based format
CHEMBL3401734,CCN(CC)CC(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1,2030.0,nM,IC50,5.69,Giardia intestinalis,organism-based format
CHEMBL3401733,O=C(CN1CCOCC1)Nc1ncc([N+](=O)[O-])s1,151.0,nM,IC50,6.82,Giardia intestinalis,organism-based format
CHEMBL3401732,O=C(CN1CCCCC1)Nc1ncc([N+](=O)[O-])s1,219.0,nM,IC50,6.66,Giardia intestinalis,organism-based format
CHEMBL3401731,O=C(CN1CCCC1)Nc1ncc([N+](=O)[O-])s1,178.0,nM,IC50,6.75,Giardia intestinalis,organism-based format
CHEMBL3401730,CCN(CC)CC(=O)Nc1ncc([N+](=O)[O-])s1,122.0,nM,IC50,6.91,Giardia intestinalis,organism-based format
CHEMBL318275,Nc1nc2ccc([N+](=O)[O-])cc2s1,24430.0,nM,IC50,4.61,Giardia intestinalis,organism-based format
CHEMBL3742123,C=C1[C@@H]2CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4CC[C@]3(C2)[C@@H]1O[C@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,41900.0,nM,IC50,4.38,Giardia intestinalis,organism-based format
CHEMBL3739801,C=C1[C@@H]2CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)O)[C@H]4CC[C@]3(C2)[C@@H]1O[C@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,98500.0,nM,IC50,4.01,Giardia intestinalis,organism-based format
CHEMBL3739562,C=C1[C@@H]2CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4CC[C@]3(C2)[C@@H]1O[C@H]1O[C@@H](C)[C@@H](O)[C@@H](OC(C)=O)[C@@H]1O,48900.0,nM,IC50,4.31,Giardia intestinalis,organism-based format
CHEMBL3741211,C=C1[C@@H]2CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4CC[C@]3(C2)[C@@H]1O[C@H]1O[C@@H](C)[C@@H](OC(C)=O)[C@@H](O)[C@@H]1O,69500.0,nM,IC50,4.16,Giardia intestinalis,organism-based format
CHEMBL3758662,O=C(/C=C/c1ccccc1)c1ccc(OCc2cn(CCC[Si]34OCCN(CCO3)CCO4)nn2)cc1,59695.0,nM,IC50,4.22,Giardia intestinalis,organism-based format
CHEMBL3758469,COc1ccc(/C=C/C(=O)c2ccc(OCc3cn(CCC[Si]45OCCN(CCO4)CCO5)nn3)cc2)cc1,54855.0,nM,IC50,4.26,Giardia intestinalis,organism-based format
CHEMBL3759187,COc1ccccc1/C=C/C(=O)c1ccc(OCc2cn(CCC[Si]34OCCN(CCO3)CCO4)nn2)cc1,40940.0,nM,IC50,4.39,Giardia intestinalis,organism-based format
CHEMBL3760104,COc1ccc(/C=C/C(=O)c2ccc(OCc3cn(CCC[Si]45OCCN(CCO4)CCO5)nn3)cc2)c(OC)c1,31945.0,nM,IC50,4.50,Giardia intestinalis,organism-based format
CHEMBL3758811,COc1ccc(/C=C/C(=O)c2ccc(OCc3cn(CCC[Si]45OCCN(CCO4)CCO5)nn3)cc2)c(OC)c1OC,30175.0,nM,IC50,4.52,Giardia intestinalis,organism-based format
CHEMBL3758786,Cc1ccc(/C=C/C(=O)c2ccc(OCc3cn(CCC[Si]45OCCN(CCO4)CCO5)nn3)cc2)cc1,33245.0,nM,IC50,4.48,Giardia intestinalis,organism-based format
CHEMBL3758237,O=C(/C=C/c1ccc(Cl)cc1)c1ccc(OCc2cn(CCC[Si]34OCCN(CCO3)CCO4)nn2)cc1,33080.0,nM,IC50,4.48,Giardia intestinalis,organism-based format
CHEMBL3759497,O=C(/C=C/c1ccccc1)c1ccccc1OCc1cn(CCC[Si]23OCCN(CCO2)CCO3)nn1,28080.0,nM,IC50,4.55,Giardia intestinalis,organism-based format
CHEMBL3758799,COc1ccc(/C=C/C(=O)c2ccccc2OCc2cn(CCC[Si]34OCCN(CCO3)CCO4)nn2)cc1,32160.0,nM,IC50,4.49,Giardia intestinalis,organism-based format
CHEMBL3758207,COc1ccc(/C=C/C(=O)c2ccccc2OCc2cn(CCC[Si]34OCCN(CCO3)CCO4)nn2)c(OC)c1,35395.0,nM,IC50,4.45,Giardia intestinalis,organism-based format
CHEMBL3758234,Cc1ccc(/C=C/C(=O)c2ccccc2OCc2cn(CCC[Si]34OCCN(CCO3)CCO4)nn2)cc1,47995.0,nM,IC50,4.32,Giardia intestinalis,organism-based format
CHEMBL3759393,O=C(/C=C/c1ccc(Cl)cc1)c1ccccc1OCc1cn(CCC[Si]23OCCN(CCO2)CCO3)nn1,33935.0,nM,IC50,4.47,Giardia intestinalis,organism-based format
CHEMBL3758729,O=C(/C=C/c1ccccc1)c1cccc(OCc2cn(CCC[Si]34OCCN(CCO3)CCO4)nn2)c1,80960.0,nM,IC50,4.09,Giardia intestinalis,organism-based format
CHEMBL3758190,COc1ccccc1/C=C/C(=O)c1cccc(OCc2cn(CCC[Si]34OCCN(CCO3)CCO4)nn2)c1,43730.0,nM,IC50,4.36,Giardia intestinalis,organism-based format
CHEMBL3758704,COc1ccc(/C=C/C(=O)c2cccc(OCc3cn(CCC[Si]45OCCN(CCO4)CCO5)nn3)c2)c(OC)c1,43885.0,nM,IC50,4.36,Giardia intestinalis,organism-based format
CHEMBL3758917,COc1ccc(/C=C/C(=O)c2cccc(OCc3cn(CCC[Si]45OCCN(CCO4)CCO5)nn3)c2)c(OC)c1OC,19580.0,nM,IC50,4.71,Giardia intestinalis,organism-based format
CHEMBL3759315,Cc1ccc(/C=C/C(=O)c2cccc(OCc3cn(CCC[Si]45OCCN(CCO4)CCO5)nn3)c2)cc1,131200.0,nM,IC50,,Giardia intestinalis,organism-based format
CHEMBL3758750,O=C(/C=C/c1ccc(Cl)cc1)c1cccc(OCc2cn(CCC[Si]34OCCN(CCO3)CCO4)nn2)c1,78450.0,nM,IC50,4.11,Giardia intestinalis,organism-based format
CHEMBL24057,N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)o2)cc1,200.0,nM,IC50,6.70,Giardia intestinalis,assay format
CHEMBL4071348,CC(C)Cc1ccc(C(C)C(=O)Nc2ncc([N+](=O)[O-])s2)cc1,227.0,nM,IC50,6.64,Giardia intestinalis,assay format
CHEMBL4092145,COc1ccc2cc([C@H](C)C(=O)Nc3ncc([N+](=O)[O-])s3)ccc2c1,221.0,nM,IC50,6.66,Giardia intestinalis,assay format
CHEMBL4062705,CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1ncc([N+](=O)[O-])s1,172.0,nM,IC50,6.76,Giardia intestinalis,assay format
CHEMBL4084390,COc1ccc2c(c1)c(CC(=O)Nc1ncc([N+](=O)[O-])s1)c(C)n2C(=O)c1ccc(Cl)cc1,145.0,nM,IC50,6.84,Giardia intestinalis,assay format
CHEMBL4100836,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)Nc1ncc([N+](=O)[O-])s1,147.0,nM,IC50,6.83,Giardia intestinalis,assay format
CHEMBL4065457,O=[N+]([O-])c1cncs1,29571.0,nM,IC50,4.53,Giardia intestinalis,assay format
CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,,,IC50,,Giardia intestinalis,assay format
CHEMBL4210015,CSc1nc2cc(C(=O)Nc3ccccn3)c(Cl)cc2n1C,345.5,nM,IC50,6.46,Giardia intestinalis,organism-based format
CHEMBL4202744,CSc1nc2cc(C(=O)Nc3cccc(C)n3)c(Cl)cc2n1C,15.8,nM,IC50,7.80,Giardia intestinalis,organism-based format
CHEMBL4214402,CSc1nc2cc(C(=O)Nc3cccc(Cl)n3)c(Cl)cc2n1C,12.2,nM,IC50,7.91,Giardia intestinalis,organism-based format
CHEMBL4206155,CSc1nc2cc(C(=O)Nc3ccc([N+](=O)[O-])cn3)c(Cl)cc2n1C,7.9,nM,IC50,8.10,Giardia intestinalis,organism-based format
CHEMBL4212043,CSc1nc2cc(C(=O)NNC(=O)OC(C)(C)C)c(Cl)cc2n1C,56.6,nM,IC50,7.25,Giardia intestinalis,organism-based format
CHEMBL4217508,CSc1nc2cc(C(=O)N/N=C/c3ccc([N+](=O)[O-])o3)c(Cl)cc2n1C,29.2,nM,IC50,7.54,Giardia intestinalis,organism-based format
CHEMBL4205808,CSc1nc2cc(C(=O)Nc3ccccn3)c(Cl)cc2[nH]1,77.0,nM,IC50,7.11,Giardia intestinalis,organism-based format
CHEMBL4203032,CSc1nc2cc(C(=O)Nc3cccc(C)n3)c(Cl)cc2[nH]1,135.3,nM,IC50,6.87,Giardia intestinalis,organism-based format
CHEMBL4216112,CSc1nc2cc(C(=O)Nc3cccc(Cl)n3)c(Cl)cc2[nH]1,454.5,nM,IC50,6.34,Giardia intestinalis,organism-based format
CHEMBL4208693,CSc1nc2cc(C(=O)Nc3ccccc3)c(Cl)cc2[nH]1,72.5,nM,IC50,7.14,Giardia intestinalis,organism-based format
CHEMBL4213631,CSc1nc2cc(C(=O)Nc3cccc(C)c3)c(Cl)cc2[nH]1,250.1,nM,IC50,6.60,Giardia intestinalis,organism-based format
CHEMBL4213092,CSc1nc2cc(C(=O)Nc3cccc(Cl)c3)c(Cl)cc2[nH]1,1110.0,nM,IC50,5.96,Giardia intestinalis,organism-based format
CHEMBL1760533,O=C1C(=O)N(CCCCCCBr)c2ccccc21,24400.0,nM,IC50,4.61,Giardia intestinalis,organism-based format
CHEMBL4277958,O=C1C(=O)N(CCCCCCCCBr)c2ccccc21,18400.0,nM,IC50,4.74,Giardia intestinalis,organism-based format
CHEMBL4288425,O=C1C(=O)N(CCCCCN2C(=O)C(=O)c3ccccc32)c2ccccc21,26000.0,nM,IC50,4.58,Giardia intestinalis,organism-based format
CHEMBL4284919,O=C1C(=O)N(CCCCCCCCN2C(=O)C(=O)c3ccccc32)c2ccccc21,38000.0,nM,IC50,4.42,Giardia intestinalis,organism-based format
CHEMBL4278038,O=C1C(=O)N(CCCCCN2C(=O)C(=O)c3cc(Cl)ccc32)c2ccc(Cl)cc21,23900.0,nM,IC50,4.62,Giardia intestinalis,organism-based format
CHEMBL4288697,O=C1C(=O)N(CCCCCCN2C(=O)C(=O)c3cc(Cl)ccc32)c2ccc(Cl)cc21,31500.0,nM,IC50,4.50,Giardia intestinalis,organism-based format
CHEMBL4289798,O=C1C(=O)N(CCCN2C(=O)C(=O)c3cc(F)ccc32)c2ccc(F)cc21,28800.0,nM,IC50,4.54,Giardia intestinalis,organism-based format
CHEMBL4449934,COc1c(C(C)C)cc2c(c1O)[C@]13CCC[C@](C)([C@H](O)OC1=O)[C@@H]3CC2,67100.0,nM,IC50,4.17,Giardia intestinalis,organism-based format
CHEMBL4513604,COc1c(C(C)C)cc2c(c1O)[C@]13CCC[C@](C)([C@H](OC(C)=O)OC1=O)[C@@H]3CC2,46400.0,nM,IC50,4.33,Giardia intestinalis,organism-based format
CHEMBL4447242,CC(C)c1cc2c(c(O)c1O)[C@]13CCC[C@](C)([C@H](O)OC1=O)[C@@H]3CC2,63000.0,nM,IC50,4.20,Giardia intestinalis,organism-based format
CHEMBL4593114,CC(=O)Oc1c(C(C)C)cc2c(c1OC(C)=O)[C@]13CCC[C@](C)([C@H](OC(C)=O)OC1=O)[C@@H]3CC2,47700.0,nM,IC50,4.32,Giardia intestinalis,organism-based format
CHEMBL4472179,CC(C)c1cc2c(c(O)c1O)[C@]13CCC[C@](C)(COC1=O)[C@@H]3CC2,49000.0,nM,IC50,4.31,Giardia intestinalis,organism-based format
CHEMBL4572137,COC(=O)[C@]12CCC[C@](C)(C=O)[C@@H]1CCc1cc(C(C)C)c(OC)c(O)c12,61800.0,nM,IC50,4.21,Giardia intestinalis,organism-based format
CHEMBL227875,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,3000.0,nM,IC50,5.52,Giardia intestinalis,organism-based format
CHEMBL512244,O=[N+]([O-])c1cn2c(n1)OC[C@H](OCc1ccc(OC(F)(F)F)cc1)C2,3200.0,nM,IC50,5.50,Giardia intestinalis,organism-based format
