"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL267424";"";"";"Small molecule";"";"1757.70";"11";"15";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1755.6191";"None";"None";"C86H99Cl2N11O25";"CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)NCc4ccc(-c5ccc(Cl)cc5)cc4)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(cc3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O";"YBCJJQKPOWQKKJ-JLXWXQEMSA-N"
"CHEMBL417397";"";"";"Small molecule";"";"746.98";"3";"3";"1.97";"181.17";"14";"5";"2";"7";"N";"0.19";"12.54";"9.77";"2.46";"-1.45";"0";"MOL";"-1";"52";"14";"5";"2";"746.4929";"1.79";"BASE";"C38H70N2O12";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@]3(CO3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O";"MZLSJTXEHSQWSU-NTQLNWHZSA-N"
"CHEMBL2370219";"";"";"Small molecule";"";"982.31";"4";"5";"0.95";"391.75";"16";"14";"3";"3";"N";"0.12";"3.27";"7.13";"-3.28";"-3.98";"5";"MOL";"-1";"70";"23";"16";"3";"981.2220";"0.84";"ACID";"C46H40ClN7O16";"NC(=O)C[C@@H]1NC(=O)C(N)C(O)c2ccc(c(Cl)c2)Oc2cc3cc(c2O)Oc2ccc(cc2)C(O)C2NC(=O)C(NC(=O)C3NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](C(=O)O)NC2=O";"ZUXYELXLKGTWOK-GFNIUHKHSA-N"
"CHEMBL412829";"";"";"Small molecule";"";"1115.17";"9";"37";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1114.4832";"None";"None";"C51H66N14O15";"C[C@@H](c1ccccc1)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](O)[C@@H]2CN=C(N)N2[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)NC(=O)[C@H]([C@H](O)[C@@H]2CN=C(N)N2)NC(=O)[C@@H](Cc2ccc3nc(-c4ccc(N(C)C)cc4)oc3c2)NC1=O";"HHKNUDGMOUMHMK-CGHHKMEASA-N"
"CHEMBL405483";"";"";"Small molecule";"";"1632.48";"6";"7";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1630.4775";"None";"None";"C81H80Cl2N10O23";"CCCCc1ccc(CN2CCN(Cc3c(O)cc4c(c3O)-c3cc(ccc3O)C3NC(=O)C5NC(=O)C6NC(=O)C(Cc7ccc(cc7)Oc7cc5cc(c7OC5OC(C(=O)O)C(O)C(O)C5N)Oc5ccc(cc5Cl)C(O)C(NC3=O)C(=O)N[C@H]4C(=O)O)NC(=O)C(NC)c3ccc(O)c(c3)Oc3cc(O)c(Cl)c6c3)CC2)cc1";"HUFHNVYMKPXQMC-GKTJGHTFSA-N"
"CHEMBL413430";"";"";"Small molecule";"";"1237.54";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1236.2791";"None";"None";"C53H56N16O8S6";"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)NCCCCN=C(N)N)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C";"AZCCHAMHTHJDID-HRLQYBQLSA-N"
"CHEMBL385621";"";"";"Small molecule";"";"1267.56";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1266.2785";"None";"None";"C55H58N14O10S6";"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)NCCC[N+]4([O-])CCOCC4)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C";"GCHLJESYNPXQNL-RQZLPAICSA-N"
"CHEMBL3989442";"RAMOPLANIN A'2";"ANTIBIOTIC A 16686A'2|RAMOPLANIN A'2";"Protein";"-1.0";"2391.96";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"2389.9822";"None";"None";"C113H144ClN21O35";"CC(C)C/C=C/C=C/C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]1C(=O)N[C@H](c2ccc(O)cc2)C(=O)N[C@H](CCCN)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](c2ccc(O)cc2)C(=O)N[C@H](c2ccc(O)cc2)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CCCN)C(=O)N[C@@H](c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](c2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](c2ccc(O)c(Cl)c2)C(=O)O[C@@H]1C(N)=O";"FLZBDKOAIZUTMK-VUTBENODSA-N"
"CHEMBL3245220";"";"";"Small molecule";"";"461.56";"15";"30";"-3.59";"199.73";"12";"8";"2";"7";"N";"0.19";"12.55";"9.75";"-3.89";"-11.10";"0";"MOL";"-1";"32";"12";"11";"2";"461.2849";"1.79";"BASE";"C20H39N5O7";"CNCC1=CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1";"ARCVBMPERJRMKB-CPIRLDNISA-N"
"CHEMBL2304149";"";"";"Unknown";"";"1588.56";"11";"15";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1586.6027";"None";"None";"C76H96Cl2N10O23";"CCCCCCCCCCNC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC)[C@H](O)c4ccc(c(Cl)c4)Oc4cc3cc(c4O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@H]3C[C@](C)(N)C(O)[C@H](C)O3)Oc3ccc(cc3Cl)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21";"UUNRJROOHGEQSP-UNEGEBIBSA-N"
"CHEMBL429343";"";"";"Small molecule";"";"1390.21";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1388.3508";"None";"None";"C70H62Cl2N8O19";"CNC(=O)[C@@H]1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)Oc5cc3cc(c5O)Oc3ccc(cc3Cl)C2O)NC(=O)C(NC(=O)OC23CC5CC(CC(C5)C2)C3)c2ccc(O)c(c2)Oc2cc(O)cc4c2)c2ccc(O)c(c2)-c2c(O)cc(O)cc21";"MXQGKDLLQYUDBQ-OWHLUXKQSA-N"
"CHEMBL3989928";"REZAFUNGIN ACETATE";"BIAFUNGIN ACETATE|CD101 acetate|REZAFUNGIN ACETATE";"Small molecule";"-1.0";"1285.46";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1225.6027";"None";"None";"C65H88N8O19";"CC(=O)[O-].CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](OCC[N+](C)(C)C)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1";"MXMWJAPNUIKPGF-YOFVRWEXSA-N"
"CHEMBL276496";"";"";"Small molecule";"";"1062.06";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1061.4203";"None";"None";"C47H59N13O16";"C[C@@H](c1ccccc1)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](O)[C@@H]2CN=C(N)N2[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)NC(=O)[C@H]([C@H](O)[C@@H]2CN=C(N)N2)NC(=O)[C@@H](Cc2ccc3nc(-c4ccco4)oc3c2)NC1=O";"JJFFXHDRXZCGAG-GNQYKQSWSA-N"
"CHEMBL440635";"";"";"Small molecule";"";"1480.46";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1478.5281";"None";"None";"C77H84Cl2N8O18";"CCCCCCCCCCCCCCCCCCNCc1c(O)cc2c(c1O)-c1cc(ccc1O)C1NC(=O)C3NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)Oc5cc3cc(c5O)Oc3ccc(cc3Cl)C(O)C(NC1=O)C(=O)N[C@H]2C(=O)O)NC(=O)C(N)c1ccc(O)c(c1)Oc1cc(O)cc4c1";"LRCLYHPNFXIUCC-WBALHGOOSA-N"
"CHEMBL413864";"";"";"Small molecule";"";"1362.20";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1360.3559";"None";"None";"C69H62Cl2N8O18";"NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(cc(O)c(CNC2C4CC5CC(C4)CC2C5)c1O)[C@H](C(=O)O)NC3=O";"RCIWFJICDRFFIW-FEBAPDSTSA-N"
"CHEMBL3989956";"ZOPTARELIN DOXORUBICIN ACETATE";"AEZS-108|AN-52|D-81858|ZEN-008|ZOPTARELIN DOXORUBICIN ACETATE";"Protein";"-1.0";"1953.10";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1891.8417";"None";"None";"C93H121N19O28";"CC(=O)O.COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)COC(=O)CCCC(=O)NCCCC[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1";"KNFBFAYGLUSKNV-GOXRTRPTSA-N"
"CHEMBL263998";"";"";"Small molecule";"";"1312.10";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1310.3039";"None";"None";"C64H56Cl2N8O19";"CNC(=O)[C@@H]1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)Oc5cc3cc(c5O)Oc3ccc(cc3Cl)C2O)NC(=O)C(NC(=O)OC(C)(C)C)c2ccc(O)c(c2)Oc2cc(O)cc4c2)c2ccc(O)c(c2)-c2c(O)cc(O)cc21";"FVHJFQGAHGAFBC-YOBUBEFESA-N"
"CHEMBL2103921";"AMPHOMYCIN";"AMFOMYCIN|AMPHOMYCIN|GLUMAMYCIN";"Protein";"-1.0";"1290.44";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1289.6503";"None";"None";"C58H91N13O20";"CCC(C)CCCCC/C=C/CC(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1CCCC1C(=O)NC(C)C1CC(=O)C2CNCCN2C1=O)C(C)C)C(C)N)C(C)C(=O)O";"NFTBBVJRGJPZER-WYMLVPIESA-N"
"CHEMBL3989774";"RAMOPLANIN A'3";"ANTIBIOTIC A 16686A'3|RAMOPLANIN A'3";"Protein";"-1.0";"2405.99";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"2403.9979";"None";"None";"C114H146ClN21O35";"CC(C)CC/C=C/C=C/C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]1C(=O)N[C@H](c2ccc(O)cc2)C(=O)N[C@H](CCCN)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](c2ccc(O)cc2)C(=O)N[C@H](c2ccc(O)cc2)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CCCN)C(=O)N[C@@H](c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](c2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](c2ccc(O)c(Cl)c2)C(=O)O[C@@H]1C(N)=O";"AQDAIIQYICYZGT-FEVAMBFHSA-N"
"CHEMBL300373";"";"";"Small molecule";"";"777.05";"3";"3";"2.73";"188.87";"14";"6";"3";"9";"N";"0.19";"12.35";"9.77";"3.31";"-0.60";"0";"MOL";"-1";"54";"14";"6";"3";"776.5398";"1.66";"BASE";"C40H76N2O12";"CCC[C@@]1(O)[C@H](C)O[C@@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]2C)C[C@@]1(C)OC";"FFIQNHYLFLIOJD-BMNWWTOTSA-N"
"CHEMBL440444";"";"";"Small molecule";"";"1116.11";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1115.4308";"None";"None";"C50H61N13O17";"C[C@@H](c1ccccc1)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](O)[C@@H]2CN=C(N)N2[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)NC(=O)[C@H]([C@H](O)[C@@H]2CN=C(N)N2)NC(=O)[C@@H](Cc2ccc3nc(-c4ccc(C(=O)O)cc4)oc3c2)NC1=O";"UZVDDRFCHCXSDS-LVVLPQIWSA-N"
"CHEMBL3220708";"BERYTHROMYCIN";"ABBOTT-24091|BERYTHROMYCIN|ERYTHROMYCIN B";"Small molecule";"-1.0";"717.94";"5";"10";"2.67";"173.68";"13";"4";"2";"7";"N";"0.28";"12.61";"8.38";"3.49";"2.46";"0";"MOL";"0";"50";"13";"4";"2";"717.4663";"1.83";"NEUTRAL";"C37H67NO12";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C";"IDRYSCOQVVUBIJ-PPGFLMPOSA-N"
"CHEMBL3215342";"";"";"Small molecule";"";"1895.68";"6";"7";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1893.5515";"None";"None";"C88H97Cl2N9O34";"CC(=O)N[C@@H]1[C@H](OC2c3ccc(c(Cl)c3)Oc3cc4cc(c3O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3NC(=O)CCCCCCC(C)C)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)C(NC3=O)C(=O)NC4C(=O)NC3C(=O)NC2C(=O)N[C@@H](C(=O)O)c2cc(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)c2-c2cc3ccc2O)O[C@@H](CO)[C@@H](O)[C@@H]1O";"FVKRQBREYKDYRU-WMPFBJMOSA-N"
"CHEMBL3989770";"TALISOMYCIN";"BU-2231A|NSC-279496|TALISOMYCIN|TALISOMYCIN A|TALLYSOMYCIN A";"Unknown";"-1.0";"1731.89";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1730.7352";"None";"None";"C68H110N22O27S2";"Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)CC(=O)N[C@H](C(=O)NC(O[C@@H]1O[C@@H](C)[C@@H](N)[C@@H](O)[C@H]1O)C(O)c1nc(-c2nc(C(=O)NCCCC(N)CC(=O)NCCCNCCCCN)cs2)cs1)[C@@H](C)O)[C@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1";"VUPBDWQPEOWRQP-RTUCOMKBSA-N"
"CHEMBL223520";"KANAMYCIN A";"KANAMYCIN A";"Small molecule";"1.0";"484.50";"22";"114";"-7.29";"282.61";"15";"11";"2";"6";"N";"0.17";"12.05";"9.34";"-7.06";"-12.20";"0";"MOL";"0";"33";"15";"15";"2";"484.2381";"1.56";"BASE";"C18H36N4O11";"NC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@@H](O)[C@H](O)[C@H]1O";"SBUJHOSQTJFQJX-KSACQAOKSA-N"
"CHEMBL424911";"";"";"Small molecule";"";"1196.48";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1195.2413";"None";"None";"C52H53N13O9S6";"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)NCCCCO)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C";"PUOHQSVALGUILC-HRLQYBQLSA-N"
"CHEMBL3833352";"VIRGINIAMYCIN";"SK&F 7988|Stafac|VIRGINIAMYCIN";"Small molecule";"-1.0";"1349.51";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1348.6016";"None";"None";"C71H84N10O17";"CC1=C\[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(=O)NC\C=C\1.CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C1=O";"MVTQIFVKRXBCHS-SMMNFGSLSA-N"
"CHEMBL3990196";"PEPLOMYCIN";"PEPLOMYCIN";"Small molecule";"-1.0";"1473.61";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1472.5813";"None";"None";"C61H88N18O21S2";"Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCCN[C@@H](C)c3ccccc3)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1";"QIMGFXOHTOXMQP-GFAGFCTOSA-N"
"CHEMBL1117";"IDARUBICIN";"IDARUBICIN|Idamycin|Idarubicin";"Small molecule";"4.0";"497.50";"175";"1279";"1.02";"176.61";"10";"5";"0";"3";"N";"0.33";"8.02";"9.18";"1.51";"1.06";"2";"MOL";"0";"36";"10";"6";"1";"497.1686";"1.67";"BASE";"C26H27NO9";"CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O";"XDXDZDZNSLXDNA-TZNDIEGXSA-N"
"CHEMBL3989814";"MIRINCAMYCIN HYDROCHLORIDE";"MARINCAMYCIN HYDROCHLORIDE|MIRINCAMYCIN HCL|MIRINCAMYCIN HYDROCHLORIDE|U 24729A|U-24,729A|U-24729A";"Small molecule";"-1.0";"475.48";"";"";"0.83";"111.05";"7";"5";"0";"9";"N";"0.27";"12.42";"9.96";"1.54";"-0.93";"0";"MOL";"0";"28";"7";"5";"0";"438.1955";"0.90";"BASE";"C19H36Cl2N2O5S";"CCCCC[C@H]1CN[C@H](C(=O)N[C@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)Cl)C1.Cl";"YQEJFKZIXMSIBY-ZZOZEZPMSA-N"
"CHEMBL4162951";"";"";"Small molecule";"";"429.60";"3";"3";"4.53";"70.14";"4";"1";"0";"4";"N";"0.23";"4.90";"None";"4.30";"1.84";"0";"MOL";"-1";"31";"5";"1";"0";"429.2879";"1.78";"ACID";"C26H39NO4";"CCC(C)[C@@H]1C(=O)/C(=C(/O)[C@@H]2[C@@H]3[C@H](C)C[C@H](C)C[C@@H]3C=C[C@@H]2[C@]2(C)O[C@H]2C)C(=O)N1C";"NPWKEUKXVOMELT-CTIINMITSA-N"
"CHEMBL3989817";"DIPROLEANDOMYCIN";"DIPROLEANDOMYCIN|OLEANDOMYCIN 4',11-DIPROPIONATE";"Small molecule";"-1.0";"800.00";"";"";"3.83";"178.12";"15";"1";"2";"10";"N";"0.19";"12.83";"8.38";"5.26";"4.24";"0";"MOL";"0";"56";"15";"1";"2";"799.4718";"1.47";"NEUTRAL";"C41H69NO14";"CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(=O)CC)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)C[C@@H]1OC";"HYQJLIGADHPYIR-OJBANTNJSA-N"
"CHEMBL304634";"";"";"Small molecule";"";"803.04";"3";"3";"1.58";"198.10";"15";"6";"3";"8";"N";"0.15";"11.23";"9.75";"2.18";"-1.50";"0";"MOL";"-1";"56";"15";"6";"3";"802.5191";"1.55";"BASE";"C41H74N2O13";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@](O)(C#CCOC)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O";"OCKQOOMELURKJO-GQOMQJQLSA-N"
"CHEMBL413213";"";"";"Small molecule";"";"1196.44";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1195.2050";"None";"None";"C51H49N13O10S6";"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)NCCC(=O)O)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C";"PDNKYOVNDVGJGL-BTMKSENQSA-N"
"CHEMBL2105819";"MARIDOMYCIN";"MARIDOMYCIN|MARIDOMYCIN III|TURIMYCIN EP3";"Small molecule";"-1.0";"829.98";"";"";"1.98";"218.58";"17";"3";"2";"12";"N";"0.08";"12.70";"7.90";"2.33";"1.72";"0";"MOL";"0";"58";"17";"3";"2";"829.4460";"1.96";"NEUTRAL";"C41H67NO16";"CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C[C@@H]2O[C@H]2/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC";"FFXJTOKFQATYBI-RUTGJBPVSA-N"
"CHEMBL410570";"";"";"Small molecule";"";"1337.56";"2";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1336.2476";"None";"None";"C57H56N14O13S6";"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)N4CC(C(=O)N[C@H](CCC(=O)O)C(=O)O)C4)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C";"ZCXMEPUAAGMRNW-PCFDHPDKSA-N"
